Fecha,Cierre,Apertura,Máximo,Mínimo,% var.
03/01/2000,9.405,9.425,9.425,9.36,-0.0105
04/01/2000,9.58,9.408,9.585,9.408,0.0186
05/01/2000,9.5205,9.5825,9.6075,9.5075,-0.0062
06/01/2000,9.576,9.53,9.625,9.53,0.0058
07/01/2000,9.48,9.61,9.61,9.47,-0.01
10/01/2000,9.455,9.475,9.475,9.427,-0.0026
11/01/2000,9.517,9.455,9.52,9.455,0.0066
12/01/2000,9.535,9.515,9.585,9.499,0.0019
13/01/2000,9.475,9.535,9.545,9.474,-0.0063
14/01/2000,9.42,9.49,9.495,9.41,-0.0058
17/01/2000,9.424,9.415,9.435,9.409,0.0004
18/01/2000,9.41,9.423,9.471,9.395,-0.0015
19/01/2000,9.415,9.41,9.452,9.405,0.0005
20/01/2000,9.43,9.412,9.458,9.385,0.0016
21/01/2000,9.465,9.43,9.514,9.42,0.0037
24/01/2000,9.5245,9.4705,9.5325,9.4395,0.0063
25/01/2000,9.52,9.535,9.555,9.505,-0.0005
26/01/2000,9.505,9.523,9.54,9.5,-0.0016
27/01/2000,9.536,9.5,9.547,9.493,0.0033
28/01/2000,9.6045,9.5375,9.6045,9.5275,0.0072
31/01/2000,9.587,9.61,9.67,9.585,-0.0018
01/02/2000,9.5935,9.5905,9.6055,9.5505,0.0007
02/02/2000,9.54,9.591,9.618,9.514,-0.0056
03/02/2000,9.49,9.535,9.54,9.455,-0.0052
04/02/2000,9.447,9.495,9.51,9.41,-0.0045
07/02/2000,9.422,9.445,9.445,9.417,-0.0026
08/02/2000,9.397,9.425,9.427,9.395,-0.0027
09/02/2000,9.435,9.4,9.442,9.386,0.004
10/02/2000,9.42,9.43,9.52,9.405,-0.0016
11/02/2000,9.427,9.417,9.435,9.405,0.0007
14/02/2000,9.395,9.427,9.437,9.395,-0.0034
15/02/2000,9.369,9.381,9.401,9.345,-0.0028
16/02/2000,9.367,9.354,9.387,9.354,-0.0002
17/02/2000,9.36,9.365,9.401,9.36,-0.0007
18/02/2000,9.395,9.355,9.4,9.3159,0.0037
21/02/2000,9.41,9.397,9.42,9.38,0.0016
22/02/2000,9.4275,9.4075,9.4575,9.3625,0.0019
23/02/2000,9.375,9.425,9.43,9.36,-0.0056
24/02/2000,9.3835,9.3725,9.4095,9.3475,0.0009
25/02/2000,9.38,9.388,9.39,9.365,-0.0004
28/02/2000,9.385,9.382,9.417,9.365,0.0005
29/02/2000,9.369,9.385,9.385,9.352,-0.0017
01/03/2000,9.345,9.372,9.375,9.34,-0.0026
02/03/2000,9.3235,9.3285,9.3525,9.3185,-0.0023
03/03/2000,9.319,9.313,9.322,9.295,-0.0005
06/03/2000,9.328,9.315,9.33,9.305,0.001
07/03/2000,9.282,9.33,9.345,9.27,-0.0049
08/03/2000,9.265,9.29,9.291,9.247,-0.0018
09/03/2000,9.282,9.267,9.298,9.255,0.0018
10/03/2000,9.325,9.287,9.335,9.28,0.0046
13/03/2000,9.32,9.32,9.385,9.295,-0.0005
14/03/2000,9.34,9.318,9.34,9.305,0.0021
15/03/2000,9.322,9.332,9.358,9.315,-0.0019
16/03/2000,9.335,9.31,9.335,9.308,0.0014
17/03/2000,9.318,9.332,9.355,9.309,-0.0018
20/03/2000,9.317,9.32,9.329,9.302,-0.0001
21/03/2000,9.2895,9.3025,9.3225,9.2875,-0.003
22/03/2000,9.246,9.288,9.297,9.237,-0.0047
23/03/2000,9.21,9.246,9.282,9.2,-0.0039
24/03/2000,9.217,9.21,9.225,9.12,0.0008
27/03/2000,9.196,9.215,9.225,9.165,-0.0023
28/03/2000,9.222,9.209,9.235,9.175,0.0028
29/03/2000,9.261,9.225,9.284,9.207,0.0042
30/03/2000,9.304,9.269,9.341,9.248,0.0046
31/03/2000,9.262,9.283,9.301,9.25,-0.0045
03/04/2000,9.2945,9.2565,9.3205,9.2505,0.0035
04/04/2000,9.3305,9.2805,9.4525,9.2505,0.0039
05/04/2000,9.3775,9.3305,9.4355,9.3205,0.005
06/04/2000,9.363,9.38,9.39,9.345,-0.0015
07/04/2000,9.292,9.353,9.365,9.292,-0.0076
10/04/2000,9.352,9.284,9.359,9.274,0.0065
11/04/2000,9.379,9.33,9.433,9.293,0.0029
12/04/2000,9.433,9.373,9.445,9.355,0.0058
13/04/2000,9.443,9.433,9.444,9.389,0.0011
14/04/2000,9.53,9.426,9.57,9.426,0.0092
17/04/2000,9.428,9.473,9.548,9.423,-0.0107
18/04/2000,9.39,9.403,9.452,9.385,-0.004
19/04/2000,9.421,9.38,9.437,9.38,0.0033
20/04/2000,9.392,9.42,9.42,9.392,-0.0031
21/04/2000,9.405,9.4,9.405,9.395,0.0014
24/04/2000,9.44,9.42,9.486,9.42,0.0037
25/04/2000,9.4,9.415,9.42,9.385,-0.0042
26/04/2000,9.414,9.4,9.417,9.391,0.0015
27/04/2000,9.43,9.428,9.472,9.413,0.0017
28/04/2000,9.392,9.43,9.43,9.388,-0.004
01/05/2000,9.322,9.387,9.387,9.315,-0.0075
02/05/2000,9.34,9.322,9.355,9.32,0.0019
03/05/2000,9.395,9.34,9.405,9.337,0.0059
04/05/2000,9.42,9.385,9.45,9.38,0.0027
05/05/2000,9.463,9.416,9.508,9.393,0.0046
08/05/2000,9.448,9.463,9.518,9.443,-0.0016
09/05/2000,9.508,9.483,9.544,9.455,0.0064
10/05/2000,9.615,9.488,9.654,9.483,0.0113
11/05/2000,9.581,9.573,9.64,9.567,-0.0035
12/05/2000,9.585,9.58,9.599,9.553,0.0004
15/05/2000,9.53,9.563,9.61,9.529,-0.0057
16/05/2000,9.505,9.528,9.536,9.486,-0.0026
17/05/2000,9.536,9.495,9.563,9.495,0.0033
18/05/2000,9.564,9.541,9.597,9.539,0.0029
19/05/2000,9.5695,9.5635,9.6425,9.5485,0.0006
22/05/2000,9.51,9.555,9.6,9.508,-0.0062
23/05/2000,9.546,9.518,9.552,9.488,0.0038
24/05/2000,9.48,9.548,9.561,9.448,-0.0069
25/05/2000,9.5375,9.5045,9.5375,9.4675,0.0061
26/05/2000,9.5475,9.5125,9.5695,9.4845,0.001
29/05/2000,9.54,9.53,9.555,9.53,-0.0008
30/05/2000,9.515,9.542,9.542,9.512,-0.0026
31/05/2000,9.5225,9.5175,9.5355,9.5175,0.0008
01/06/2000,9.52,9.518,9.533,9.498,-0.0003
02/06/2000,9.547,9.512,9.565,9.492,0.0028
05/06/2000,9.5845,9.5545,9.5975,9.5225,0.0039
06/06/2000,9.7575,9.5815,9.7925,9.5485,0.018
07/06/2000,9.84,9.782,9.897,9.772,0.0085
08/06/2000,9.9525,9.8555,9.9975,9.7815,0.0114
09/06/2000,9.893,9.964,9.992,9.879,-0.006
12/06/2000,9.785,9.915,9.923,9.785,-0.0109
13/06/2000,9.7905,9.7695,9.8245,9.7395,0.0006
14/06/2000,9.775,9.773,9.817,9.763,-0.0016
15/06/2000,9.866,9.798,9.895,9.758,0.0093
16/06/2000,9.88,9.835,9.96,9.835,0.0014
19/06/2000,9.868,9.899,9.934,9.862,-0.0012
20/06/2000,9.8725,9.8675,9.8875,9.8315,0.0005
21/06/2000,9.855,9.845,9.917,9.83,-0.0018
22/06/2000,9.967,9.852,9.972,9.802,0.0114
23/06/2000,9.96,9.939,10.018,9.928,-0.0007
26/06/2000,10.076,9.956,10.086,9.956,0.0116
27/06/2000,10.065,10.075,10.157,10.045,-0.0011
28/06/2000,9.966,10.021,10.066,9.944,-0.0098
29/06/2000,9.9125,9.9805,10.0125,9.8925,-0.0054
30/06/2000,9.8075,9.8725,9.9045,9.7725,-0.0106
03/07/2000,9.532,9.743,9.743,9.495,-0.0281
04/07/2000,9.51,9.535,9.545,9.47,-0.0023
05/07/2000,9.5445,9.5185,9.5835,9.4385,0.0036
06/07/2000,9.56,9.542,9.61,9.532,0.0016
07/07/2000,9.5125,9.5675,9.5725,9.4855,-0.005
10/07/2000,9.465,9.51,9.51,9.455,-0.005
11/07/2000,9.4715,9.4615,9.4765,9.4205,0.0007
12/07/2000,9.44,9.472,9.5,9.41,-0.0033
13/07/2000,9.4575,9.4545,9.4725,9.4195,0.0019
14/07/2000,9.4145,9.4895,9.5065,9.4035,-0.0045
17/07/2000,9.33,9.365,9.379,9.31,-0.009
18/07/2000,9.343,9.327,9.356,9.295,0.0014
19/07/2000,9.433,9.348,9.44,9.345,0.0096
20/07/2000,9.349,9.441,9.45,9.333,-0.0089
21/07/2000,9.365,9.349,9.37,9.335,0.0017
24/07/2000,9.3745,9.3645,9.3775,9.3185,0.001
25/07/2000,9.3525,9.3425,9.3875,9.3325,-0.0023
26/07/2000,9.364,9.354,9.374,9.339,0.0012
27/07/2000,9.355,9.345,9.375,9.345,-0.001
28/07/2000,9.3675,9.3605,9.4245,9.3425,0.0013
31/07/2000,9.34,9.355,9.398,9.335,-0.0029
01/08/2000,9.3475,9.3325,9.3945,9.3275,0.0008
02/08/2000,9.361,9.346,9.381,9.34,0.0014
03/08/2000,9.38,9.357,9.425,9.357,0.002
04/08/2000,9.3285,9.3305,9.393,9.2985,-0.0055
07/08/2000,9.3225,9.3145,9.3465,9.3145,-0.0006
08/08/2000,9.332,9.314,9.347,9.314,0.001
09/08/2000,9.318,9.332,9.34,9.312,-0.0015
10/08/2000,9.3315,9.3265,9.3415,9.3115,0.0014
11/08/2000,9.2635,9.3265,9.3405,9.2435,-0.0073
14/08/2000,9.2705,9.2735,9.2915,9.2085,0.0008
15/08/2000,9.206,9.268,9.294,9.196,-0.007
16/08/2000,9.1875,9.2085,9.2225,9.1525,-0.002
17/08/2000,9.162,9.205,9.229,9.154,-0.0028
18/08/2000,9.295,9.156,9.316,9.15,0.0145
21/08/2000,9.26,9.29,9.29,9.243,-0.0038
22/08/2000,9.2465,9.2355,9.2565,9.2055,-0.0015
23/08/2000,9.2365,9.2495,9.3205,9.2275,-0.0011
24/08/2000,9.211,9.232,9.258,9.209,-0.0028
25/08/2000,9.2335,9.2135,9.2495,9.1535,0.0024
28/08/2000,9.22,9.237,9.237,9.197,-0.0015
29/08/2000,9.226,9.225,9.246,9.215,0.0007
30/08/2000,9.1885,9.1965,9.2275,9.1775,-0.0041
31/08/2000,9.2035,9.1945,9.2125,9.1735,0.0016
01/09/2000,9.225,9.2,9.239,9.189,0.0023
04/09/2000,9.22,9.235,9.235,9.206,-0.0005
05/09/2000,9.283,9.22,9.286,9.209,0.0068
06/09/2000,9.3385,9.2845,9.3585,9.2775,0.006
07/09/2000,9.29,9.338,9.351,9.283,-0.0052
08/09/2000,9.3,9.291,9.344,9.27,0.0011
11/09/2000,9.252,9.312,9.312,9.25,-0.0052
12/09/2000,9.2485,9.2495,9.2835,9.2385,-0.0004
13/09/2000,9.307,9.249,9.328,9.245,0.0063
14/09/2000,9.295,9.307,9.335,9.288,-0.0013
15/09/2000,9.3975,9.2725,9.4065,9.2635,0.011
18/09/2000,9.4425,9.4035,9.4535,9.3965,0.0048
19/09/2000,9.392,9.439,9.449,9.389,-0.0053
20/09/2000,9.4525,9.3925,9.4875,9.3675,0.0064
21/09/2000,9.4875,9.4475,9.4885,9.4185,0.0037
22/09/2000,9.4175,9.4775,9.5195,9.3985,-0.0074
25/09/2000,9.424,9.402,9.44,9.376,0.0007
26/09/2000,9.4175,9.4235,9.4415,9.3865,-0.0007
27/09/2000,9.4195,9.4195,9.4505,9.4045,0.0002
28/09/2000,9.446,9.416,9.45,9.41,0.0028
29/09/2000,9.4435,9.4455,9.4755,9.4135,-0.0003
02/10/2000,9.417,9.43,9.447,9.407,-0.0028
03/10/2000,9.426,9.416,9.432,9.387,0.001
04/10/2000,9.4595,9.4335,9.4635,9.4145,0.0036
05/10/2000,9.4495,9.4435,9.4635,9.4335,-0.0011
06/10/2000,9.465,9.452,9.506,9.43,0.0016
09/10/2000,9.466,9.456,9.481,9.454,0.0001
10/10/2000,9.4725,9.4545,9.4795,9.4545,0.0007
11/10/2000,9.474,9.464,9.503,9.453,0.0002
12/10/2000,9.597,9.476,9.606,9.453,0.013
13/10/2000,9.5195,9.5855,9.6255,9.5155,-0.0081
16/10/2000,9.536,9.454,9.549,9.454,0.0017
17/10/2000,9.545,9.539,9.585,9.51,0.0009
18/10/2000,9.5635,9.5495,9.6645,9.5465,0.0019
19/10/2000,9.5385,9.5515,9.5575,9.5155,-0.0026
20/10/2000,9.565,9.535,9.58,9.471,0.0028
23/10/2000,9.594,9.557,9.601,9.554,0.003
24/10/2000,9.6185,9.5925,9.6195,9.5635,0.0026
25/10/2000,9.6825,9.5925,9.6855,9.5925,0.0067
26/10/2000,9.6555,9.6795,9.7215,9.6455,-0.0028
27/10/2000,9.608,9.633,9.657,9.602,-0.0049
30/10/2000,9.606,9.584,9.618,9.534,-0.0002
31/10/2000,9.5675,9.5925,9.6005,9.5025,-0.004
01/11/2000,9.5935,9.5665,9.6065,9.5615,0.0027
02/11/2000,9.5755,9.5985,9.6025,9.5635,-0.0019
03/11/2000,9.6485,9.5825,9.6585,9.5675,0.0076
06/11/2000,9.665,9.648,9.67,9.63,0.0017
07/11/2000,9.607,9.673,9.709,9.601,-0.006
08/11/2000,9.654,9.607,9.664,9.576,0.0049
09/11/2000,9.6275,9.6585,9.6875,9.6185,-0.0027
10/11/2000,9.572,9.632,9.649,9.56,-0.0058
13/11/2000,9.519,9.528,9.613,9.505,-0.0055
14/11/2000,9.504,9.514,9.52,9.463,-0.0016
15/11/2000,9.4305,9.5045,9.5225,9.4305,-0.0077
16/11/2000,9.492,9.434,9.506,9.428,0.0065
17/11/2000,9.4645,9.4955,9.5325,9.4425,-0.0029
20/11/2000,9.412,9.385,9.506,9.385,-0.0055
21/11/2000,9.3785,9.4075,9.4485,9.3715,-0.0036
22/11/2000,9.398,9.376,9.408,9.364,0.0021
23/11/2000,9.404,9.416,9.42,9.39,0.0006
24/11/2000,9.3965,9.3325,9.4075,9.3325,-0.0008
27/11/2000,9.371,9.4025,9.4025,9.355,-0.0027
28/11/2000,9.4255,9.3655,9.4305,9.3655,0.0058
29/11/2000,9.397,9.43,9.439,9.375,-0.003
30/11/2000,9.421,9.41,9.453,9.384,0.0026
01/12/2000,9.4075,9.4225,9.4575,9.3925,-0.0014
04/12/2000,9.3975,9.4055,9.4275,9.3955,-0.0011
05/12/2000,9.399,9.39,9.414,9.357,0.0002
06/12/2000,9.4195,9.3985,9.4335,9.3945,0.0022
07/12/2000,9.4165,9.4185,9.4515,9.4085,-0.0003
08/12/2000,9.46,9.425,9.464,9.392,0.0046
11/12/2000,9.453,9.43,9.455,9.407,-0.0007
12/12/2000,9.472,9.453,9.49,9.445,0.002
13/12/2000,9.3975,9.4725,9.4825,9.3845,-0.0079
14/12/2000,9.42,9.402,9.426,9.388,0.0024
15/12/2000,9.417,9.429,9.432,9.399,-0.0003
18/12/2000,9.3665,9.4145,9.4195,9.3615,-0.0054
19/12/2000,9.424,9.37,9.425,9.355,0.0061
20/12/2000,9.512,9.42,9.535,9.404,0.0093
21/12/2000,9.646,9.523,9.65,9.5,0.0141
22/12/2000,9.577,9.648,9.662,9.574,-0.0072
25/12/2000,9.577,9.577,9.577,9.577,0
26/12/2000,9.57,9.595,9.595,9.501,-0.0007
27/12/2000,9.58,9.575,9.6,9.556,0.001
28/12/2000,9.585,9.58,9.615,9.575,0.0005
29/12/2000,9.641,9.588,9.65,9.58,0.0058
02/01/2001,9.806,9.64,9.806,9.615,0.0171
03/01/2001,9.655,9.817,9.863,9.644,-0.0154
04/01/2001,9.7405,9.6525,9.7435,9.5725,0.0089
05/01/2001,9.7575,9.7525,9.8025,9.7075,0.0017
08/01/2001,9.721,9.765,9.7675,9.67,-0.0037
09/01/2001,9.7765,9.7225,9.8015,9.6935,0.0057
10/01/2001,9.808,9.77,9.855,9.77,0.0032
11/01/2001,9.875,9.818,9.911,9.809,0.0068
12/01/2001,9.92,9.878,9.941,9.841,0.0046
15/01/2001,9.9125,9.8835,9.9335,9.8565,-0.0008
16/01/2001,9.953,9.908,10.003,9.903,0.0041
17/01/2001,9.863,9.954,9.962,9.857,-0.009
18/01/2001,9.823,9.883,9.9125,9.793,-0.0041
19/01/2001,9.7975,9.8185,9.8195,9.7655,-0.0026
22/01/2001,9.786,9.79,9.828,9.736,-0.0012
23/01/2001,9.729,9.798,9.803,9.729,-0.0058
24/01/2001,9.681,9.737,9.746,9.648,-0.0049
25/01/2001,9.695,9.677,9.741,9.663,0.0014
26/01/2001,9.682,9.692,9.733,9.6655,-0.0013
29/01/2001,9.62,9.663,9.695,9.618,-0.0064
30/01/2001,9.678,9.621,9.7,9.618,0.006
31/01/2001,9.6595,9.6705,9.7055,9.6555,-0.0019
01/02/2001,9.784,9.663,9.796,9.663,0.0129
02/02/2001,9.778,9.782,9.799,9.737,-0.0006
05/02/2001,9.7475,9.7705,9.7875,9.7405,-0.0031
06/02/2001,9.694,9.751,9.7585,9.659,-0.0055
07/02/2001,9.684,9.703,9.718,9.654,-0.001
08/02/2001,9.6785,9.6895,9.6995,9.6245,-0.0006
09/02/2001,9.7425,9.6785,9.7925,9.6675,0.0066
12/02/2001,9.704,9.741,9.769,9.681,-0.004
13/02/2001,9.712,9.709,9.74,9.663,0.0008
14/02/2001,9.712,9.708,9.735,9.695,0
15/02/2001,9.6905,9.7245,9.7275,9.6605,-0.0022
16/02/2001,9.6975,9.6925,9.7445,9.6895,0.0007
19/02/2001,9.6895,9.6945,9.7245,9.6895,-0.0008
20/02/2001,9.6935,9.6935,9.716,9.6655,0.0004
21/02/2001,9.737,9.693,9.75,9.682,0.0045
22/02/2001,9.699,9.751,9.774,9.696,-0.0039
23/02/2001,9.668,9.706,9.741,9.661,-0.0032
26/02/2001,9.6595,9.676,9.6905,9.6385,-0.0009
27/02/2001,9.6815,9.6645,9.6955,9.6515,0.0023
28/02/2001,9.681,9.687,9.712,9.678,-0.0001
01/03/2001,9.6715,9.6825,9.7265,9.6685,-0.001
02/03/2001,9.653,9.67,9.691,9.643,-0.0019
05/03/2001,9.63,9.635,9.635,9.63,-0.0024
06/03/2001,9.665,9.635,9.67,9.597,0.0036
07/03/2001,9.637,9.654,9.667,9.626,-0.0029
08/03/2001,9.6505,9.6425,9.6625,9.6365,0.0014
09/03/2001,9.649,9.652,9.689,9.632,-0.0002
12/03/2001,9.667,9.652,9.675,9.64,0.0019
13/03/2001,9.582,9.667,9.683,9.566,-0.0088
14/03/2001,9.579,9.58,9.638,9.549,-0.0003
15/03/2001,9.6065,9.5865,9.6155,9.5605,0.0029
16/03/2001,9.569,9.604,9.653,9.558,-0.0039
19/03/2001,9.534,9.585,9.585,9.523,-0.0037
20/03/2001,9.5265,9.5415,9.5785,9.4955,-0.0008
21/03/2001,9.524,9.522,9.536,9.508,-0.0003
22/03/2001,9.6125,9.5265,9.6415,9.5265,0.0093
23/03/2001,9.568,9.625,9.675,9.549,-0.0046
26/03/2001,9.524,9.556,9.609,9.498,-0.0046
27/03/2001,9.534,9.524,9.564,9.499,0.0011
28/03/2001,9.534,9.533,9.56,9.515,0
29/03/2001,9.528,9.531,9.548,9.508,-0.0006
30/03/2001,9.457,9.535,9.535,9.45,-0.0075
02/04/2001,9.417,9.461,9.475,9.406,-0.0042
03/04/2001,9.417,9.42,9.44,9.385,0
04/04/2001,9.42,9.402,9.447,9.402,0.0003
05/04/2001,9.4225,9.4345,9.4435,9.3785,0.0003
06/04/2001,9.39,9.423,9.435,9.388,-0.0034
09/04/2001,9.3555,9.3875,9.4075,9.3425,-0.0037
10/04/2001,9.3575,9.3505,9.3675,9.2625,0.0002
11/04/2001,9.31,9.3,9.36,9.26,-0.0051
12/04/2001,9.32,9.31,9.325,9.305,0.0011
13/04/2001,9.2875,9.3075,9.3075,9.2875,-0.0035
16/04/2001,9.317,9.29,9.341,9.29,0.0032
17/04/2001,9.216,9.318,9.323,9.206,-0.0108
18/04/2001,9.24,9.215,9.245,9.14,0.0026
19/04/2001,9.3185,9.2435,9.3265,9.2265,0.0085
20/04/2001,9.388,9.317,9.392,9.292,0.0075
23/04/2001,9.35,9.42,9.438,9.35,-0.004
24/04/2001,9.2865,9.3495,9.3705,9.2595,-0.0068
25/04/2001,9.305,9.287,9.345,9.26,0.002
26/04/2001,9.325,9.299,9.329,9.236,0.0021
27/04/2001,9.27,9.324,9.352,9.263,-0.0059
30/04/2001,9.247,9.279,9.281,9.228,-0.0025
01/05/2001,9.25,9.242,9.28,9.238,0.0003
02/05/2001,9.29,9.25,9.306,9.245,0.0043
03/05/2001,9.263,9.3,9.32,9.258,-0.0029
04/05/2001,9.266,9.269,9.287,9.251,0.0003
07/05/2001,9.194,9.261,9.29,9.188,-0.0078
08/05/2001,9.2175,9.2055,9.2235,9.1725,0.0026
09/05/2001,9.2065,9.2125,9.2415,9.1975,-0.0012
10/05/2001,9.215,9.2,9.225,9.18,0.0009
11/05/2001,9.212,9.215,9.237,9.205,-0.0003
14/05/2001,9.161,9.209,9.2185,9.13,-0.0055
15/05/2001,9.1855,9.1625,9.1925,9.1465,0.0027
16/05/2001,9.145,9.1855,9.205,9.145,-0.0044
17/05/2001,8.975,9.152,9.158,8.965,-0.0186
18/05/2001,9.0265,8.9915,9.0415,8.9635,0.0057
21/05/2001,8.965,9.022,9.033,8.92,-0.0068
22/05/2001,8.995,8.972,9.006,8.921,0.0033
23/05/2001,9.08,8.995,9.11,8.947,0.0094
24/05/2001,9.084,9.085,9.108,9.01,0.0004
25/05/2001,9.1,9.082,9.123,9.075,0.0018
28/05/2001,9.075,9.087,9.09,9.06,-0.0027
29/05/2001,9.107,9.075,9.108,9.062,0.0035
30/05/2001,9.1845,9.1145,9.2035,9.0995,0.0085
31/05/2001,9.175,9.188,9.223,9.138,-0.001
01/06/2001,9.165,9.1845,9.205,9.14,-0.0011
04/06/2001,9.165,9.16,9.169,9.125,0
05/06/2001,9.145,9.172,9.196,9.094,-0.0022
06/06/2001,9.13,9.145,9.145,9.091,-0.0016
07/06/2001,9.1,9.13,9.155,9.095,-0.0033
08/06/2001,9.05,9.1,9.105,9.042,-0.0055
11/06/2001,9.0465,9.0505,9.0805,9.0105,-0.0004
12/06/2001,9.1325,9.0515,9.1325,9.0465,0.0095
13/06/2001,9.05,9.125,9.145,9.023,-0.009
14/06/2001,9.1,9.0535,9.135,9.025,0.0055
15/06/2001,9.025,9.1,9.131,9.013,-0.0082
18/06/2001,9.063,9.015,9.13,9.015,0.0042
19/06/2001,9.0785,9.0725,9.0925,9.0075,0.0017
20/06/2001,9.0795,9.0735,9.0925,9.0175,0.0001
21/06/2001,9.0715,9.0835,9.0905,9.0425,-0.0009
22/06/2001,9.045,9.07,9.085,9.045,-0.0029
25/06/2001,9.056,9.045,9.073,9.038,0.0012
26/06/2001,9.033,9.067,9.075,9.03,-0.0025
27/06/2001,9.0605,9.0255,9.0805,9.0255,0.003
28/06/2001,9.08,9.045,9.101,9.045,0.0022
29/06/2001,9.028,9.07,9.116,9.015,-0.0057
02/07/2001,9.028,9.023,9.037,8.975,0
03/07/2001,9.055,9.023,9.06,9.01,0.003
04/07/2001,9.0825,9.0475,9.1075,9.0475,0.003
05/07/2001,9.0745,9.0835,9.0845,9.0195,-0.0009
06/07/2001,9.13,9.075,9.225,9.065,0.0061
09/07/2001,9.11,9.13,9.17,9.09,-0.0022
10/07/2001,9.183,9.105,9.19,9.072,0.008
11/07/2001,9.2395,9.1905,9.3465,9.1475,0.0062
12/07/2001,9.3555,9.2575,9.4125,9.23,0.0126
13/07/2001,9.35,9.358,9.395,9.297,-0.0006
16/07/2001,9.28,9.34,9.39,9.26,-0.0075
17/07/2001,9.142,9.285,9.285,9.112,-0.0149
18/07/2001,9.215,9.147,9.245,9.107,0.008
19/07/2001,9.197,9.22,9.255,9.165,-0.002
20/07/2001,9.16,9.197,9.233,9.135,-0.004
23/07/2001,9.09,9.15,9.15,9.064,-0.0076
24/07/2001,9.1495,9.0865,9.1525,9.0805,0.0065
25/07/2001,9.1505,9.1405,9.1855,9.1305,0.0001
26/07/2001,9.225,9.15,9.225,9.125,0.0081
27/07/2001,9.16,9.23,9.236,9.16,-0.007
30/07/2001,9.16,9.155,9.175,9.1,0
31/07/2001,9.17,9.16,9.192,9.121,0.0011
01/08/2001,9.215,9.175,9.245,9.15,0.0049
02/08/2001,9.167,9.21,9.235,9.16,-0.0052
03/08/2001,9.164,9.166,9.176,9.139,-0.0003
06/08/2001,9.135,9.15,9.167,9.107,-0.0032
07/08/2001,9.115,9.135,9.142,9.102,-0.0022
08/08/2001,9.0895,9.1175,9.1175,9.0425,-0.0028
09/08/2001,9.111,9.096,9.174,9.003,0.0024
10/08/2001,9.0845,9.1125,9.1425,9.0775,-0.0029
13/08/2001,9.1055,9.0845,9.1125,9.0815,0.0023
14/08/2001,9.135,9.103,9.135,9.095,0.0032
15/08/2001,9.0745,9.1225,9.1325,9.0625,-0.0066
16/08/2001,9.095,9.084,9.095,9.06,0.0023
17/08/2001,9.145,9.085,9.145,9.085,0.0055
20/08/2001,9.1245,9.1255,9.1775,9.1125,-0.0022
21/08/2001,9.155,9.114,9.155,9.109,0.0033
22/08/2001,9.11,9.1465,9.15,9.08,-0.0049
23/08/2001,9.14,9.112,9.14,9.1,0.0033
24/08/2001,9.105,9.135,9.17,9.098,-0.0038
27/08/2001,9.126,9.117,9.132,9.102,0.0023
28/08/2001,9.146,9.115,9.15,9.115,0.0022
29/08/2001,9.1455,9.1495,9.1645,9.1265,-0.0001
30/08/2001,9.2,9.1475,9.22,9.063,0.006
31/08/2001,9.2045,9.2275,9.2425,9.1525,0.0005
03/09/2001,9.191,9.198,9.206,9.17,-0.0015
04/09/2001,9.217,9.18,9.217,9.167,0.0028
05/09/2001,9.245,9.195,9.271,9.194,0.003
06/09/2001,9.3045,9.2475,9.3045,9.2375,0.0064
07/09/2001,9.355,9.305,9.36,9.287,0.0054
10/09/2001,9.405,9.355,9.405,9.349,0.0053
11/09/2001,9.545,9.396,9.606,9.357,0.0149
12/09/2001,9.426,9.515,9.545,9.414,-0.0125
13/09/2001,9.49,9.43,9.5,9.43,0.0068
14/09/2001,9.515,9.486,9.56,9.481,0.0026
17/09/2001,9.4395,9.5175,9.5345,9.4225,-0.0079
18/09/2001,9.4265,9.4365,9.4615,9.4065,-0.0014
19/09/2001,9.43,9.425,9.465,9.375,0.0004
20/09/2001,9.455,9.43,9.559,9.43,0.0027
21/09/2001,9.45,9.485,9.555,9.438,-0.0005
24/09/2001,9.455,9.442,9.467,9.397,0.0005
25/09/2001,9.4955,9.4505,9.5255,9.4445,0.0043
26/09/2001,9.545,9.495,9.549,9.483,0.0052
27/09/2001,9.505,9.585,9.587,9.495,-0.0042
28/09/2001,9.5,9.511,9.525,9.473,-0.0005
01/10/2001,9.472,9.501,9.532,9.472,-0.0029
02/10/2001,9.519,9.48,9.537,9.449,0.005
03/10/2001,9.525,9.508,9.545,9.503,0.0006
04/10/2001,9.595,9.52,9.599,9.495,0.0073
05/10/2001,9.555,9.575,9.62,9.5495,-0.0042
08/10/2001,9.567,9.59,9.59,9.555,0.0013
09/10/2001,9.45,9.567,9.57,9.44,-0.0122
10/10/2001,9.385,9.46,9.46,9.3525,-0.0069
11/10/2001,9.3475,9.3825,9.3825,9.285,-0.004
12/10/2001,9.32,9.35,9.373,9.307,-0.0029
15/10/2001,9.2695,9.3455,9.3455,9.2305,-0.0054
16/10/2001,9.1975,9.2745,9.2815,9.1945,-0.0078
17/10/2001,9.245,9.197,9.255,9.1875,0.0052
18/10/2001,9.194,9.25,9.25,9.185,-0.0055
19/10/2001,9.225,9.195,9.237,9.165,0.0034
22/10/2001,9.235,9.21,9.24,9.186,0.0011
23/10/2001,9.225,9.23,9.265,9.1875,-0.0011
24/10/2001,9.23,9.225,9.235,9.1855,0.0005
25/10/2001,9.2514,9.229,9.2839,9.1914,0.0023
